company,ac_favorite,ac_forward,ac_twenum,en_favorite_before,en_forward_before,en_twenum_before,en_favorite_after,en_forward_after,en_twenum_after,favorite_before,forward_before,twenum_before,favorite_after,forward_after,twenum_after,en_favorite,en_forward,en_twenum,favorite,forward,twenum,acc.owner,founded_on_year,seed_year,teamsize,co,total_funding_usd
chownow,75,261,371,0.5,1,2.5,7,6,12,7,8,119,4,8,26,6.5,5,9.5,-3,0,23,launchpadla,2012,2012,2,26,7658591
eventyard,6,45,183,1,4,24,12,15,34,2,5,15,13,5,27,11,11,10,11,0,14,eleven,2012,2012,2,51,161146
builderscloud,1388,1546,672,5.5,0,31.5,19,3,42,3,2,28,2,6,1,13.5,3,10.5,-1,4,1,techstars,2012,2013,2,489,1100000
eventjoy,5696,6437,924,1,0,2.5,29,4,13,9,4,19,6,10,8,28,4,10.5,-3,6,7,y-combinator,2014,2014,2,747,0
equityzen,6062,5981,412,20.25,4.75,25,45.5,12,35.5,23,12,15,62,21,49,25.25,8,10.5,39,9,-11,500-startups,2013,2014,4,267,0
hublished,5,6,16,1,0.2,5.2,13,5,16,1,1,4,31,6,42,12,5,10.8,30,5,16,nyc-seedstart,2012,2013,7,21,150000
hobzy,163,898,1187,10,4,48,24,2,59,0,0,0,5,3,1,14,-2,11,5,3,1,oxygen-accelerator,2011,2013,1,24,387715
bop-fm,5330,6121,891,6,8,39,26,5,50,10,14,63,31,14,93,20,-3,11,21,0,63,y-combinator,2013,2013,2,747,2000000
move-loot,9245,9325,1181,0,0,0,16,2,11,19,11,42,122,17,197,16,2,11,103,6,79,y-combinator,2013,2014,3,747,11800000
adapt-ly,28,114,193,0,0.4,14.6,4,1,25.66666667,0,0,12,3,1,0,4,1,11.06666667,3,1,0,dreamit-ventures,2010,2010,11,139,13200000
tanaza,688,1195,392,5,2.333333333,25.66666667,16,4,37,4,0,8,13,0,82,11,1,11.33333333,9,0,73,seedcamp,2010,2014,3,118,0
trendkite,259,1147,1166,0,0,2,8,6,13.5,0,0,0,9,0,9,8,6,11.5,9,0,5,dreamit-ventures,2012,2013,2,139,9400000
brickflow,9,71,139,0,1,7,8.5,12,19,1,15,40,18,30,42,8.5,11,12,17,15,31,startup-wise-guys,2013,2012,3,24,385000
buzztale,349,721,281,8,6.5,33.5,64.33333333,100,45.66666667,65,39,134,2,39,6,56.33333333,94,12.16666667,-63,0,6,seedcamp,2013,2013,3,118,0
click-with-me-now,0,34,249,0,0,3,3,5,15.5,0,0,0,11,4,33,3,5,12.5,11,4,27,capital-innovators,2011,2012,2,40,3800000
easypost,3686,4400,651,1.5,2.5,18.5,17,2,31,1,0,12,2,0,19,15.5,-1,12.5,1,0,19,y-combinator,2012,2013,2,747,3100000
meograph,132,355,1217,7,3.5,17,46,49,30,0,0,1,6,0,0,39,46,13,6,0,0,media-camp,2012,2013,3,16,20000
lytics,145,574,858,0,0,2,9,0,15,2,1,9,4,4,0,9,0,13,2,3,0,pie,2012,2012,2,30,9300000
quartzy,1440,1818,313,0,0,4,3,0,17,2,11,55,1,20,0,3,0,13,-1,9,0,y-combinator,2009,2012,4,747,5200000
alltrails-com,2,7,1,0,1.25,14.5,3.333333333,2,27.66666667,0,0,1,4,6,1,3.333333333,0,13.16666667,4,6,1,angelpad,2010,2010,4,98,2879987
cuethink,0,0,10,0,1,51,4,4,65,0,0,0,3,6,11,4,3,14,3,6,8,learnlaunchx,2012,2013,1,14,168000
sponsia,34,110,292,0,0,0,22,6,14,0,0,0,28,0,14,22,6,14,28,0,-6,eleven,2012,2013,2,51,65656
boosted-boards,2135,2789,430,0,0,0,10,2,14,0,0,4,23,9,18,10,2,14,23,9,-2,y-combinator,2011,2012,1,747,0
estimote,3005,3706,538,23.4,18.6,38,145,53,52,0,0,0,46,22,28,121.6,34,14,46,22,-10,y-combinator,2012,2013,5,747,3400000
zyncd,1480,3490,756,1,5,7,16,9,21,2,5,3,115,13,152,15,4,14,113,8,43,wayra,2014,2014,1,48,198493
droplr,326,834,1081,11.5,5,36.5,22.5,3,51,14,23,49,20,23,18,11,-3,14.5,6,0,4,pie,2013,2013,2,30,738516
